บท,คำถาม,ตัวเลือก ก,ข,ค,ง,เฉลย(1-4),คำอธิบาย
c3b7,แก๊สฮีเลียม (M = 4) มวล 4 กรัม ที่ STP มีปริมาตรเท่าใด?,11.2 ลิตร,22.4 ลิตร,44.8 ลิตร,4 ลิตร,2,โมล He = 4/4 = 1 โมล ที่ STP 1 โมล = 22.4 ลิตร
c3b7,ตามทฤษฎีจลน์ของแก๊ส เมื่ออุณหภูมิสูงขึ้น พลังงานจลน์เฉลี่ยของโมเลกุลแก๊สเป็นอย่างไร?,ลดลง,เพิ่มขึ้น,คงที่,เป็นศูนย์,2,พลังงานจลน์เฉลี่ยของโมเลกุลแก๊สแปรผันตรงกับอุณหภูมิสัมบูรณ์ (K) อุณหภูมิสูงขึ้นโมเลกุลจึงเคลื่อนที่เร็วขึ้น
c3b7,ความดัน 1 atm มีค่าเท่ากับกี่กิโลพาสคัล (kPa)?,76 kPa,101.325 kPa,760 kPa,1000 kPa,2,1 atm = 760 mmHg = 101.325 kPa
c3b7,ข้อใดเป็นสมมติฐานของทฤษฎีจลน์โมเลกุลของแก๊สอุดมคติ?,โมเลกุลแก๊สมีแรงดึงดูดระหว่างกันมาก,ปริมาตรของโมเลกุลแก๊สน้อยมากเมื่อเทียบกับปริมาตรภาชนะ,การชนกันสูญเสียพลังงาน,โมเลกุลอยู่นิ่ง,2,แก๊สอุดมคติสมมติว่าปริมาตรของโมเลกุลน้อยมากเทียบกับภาชนะ ไม่มีแรงดึงดูดระหว่างโมเลกุล และการชนเป็นแบบยืดหยุ่นสมบูรณ์
c3b7,ตามกฎของเกย์-ลูสแซก ที่ปริมาตรคงที่ ความดันของแก๊สสัมพันธ์กับอุณหภูมิสัมบูรณ์อย่างไร?,แปรผกผัน,แปรผันตรง,ไม่สัมพันธ์กัน,เท่ากันเสมอ,2,กฎของเกย์-ลูสแซก: P ∝ T (ที่ V คงที่) เพิ่มอุณหภูมิ ความดันเพิ่มขึ้นเป็นสัดส่วนตรง
c3b7,แก๊สจริงเบี่ยงเบนจากพฤติกรรมแก๊สอุดมคติมากที่สุดในสภาวะใด?,ความดันต่ำ อุณหภูมิสูง,ความดันสูง อุณหภูมิต่ำ,ความดันต่ำ อุณหภูมิต่ำ,ความดันปกติ,2,ที่ความดันสูงและอุณหภูมิต่ำ โมเลกุลอยู่ใกล้กัน แรงดึงดูดระหว่างโมเลกุลและปริมาตรโมเลกุลมีผลมาก แก๊สจริงจึงเบี่ยงเบนจากอุดมคติมากที่สุด
c3b7,ในสมการแก๊สอุดมคติ PV = nRT ตัวแปร n หมายถึงสิ่งใด?,จำนวนโมลของแก๊ส,จำนวนโมเลกุล,ความหนาแน่น,จำนวนอะตอม,1,"n คือจำนวนโมลของแก๊ส ส่วน P = ความดัน, V = ปริมาตร, R = ค่าคงที่แก๊ส, T = อุณหภูมิสัมบูรณ์"
c3b7,ความหนาแน่นของแก๊สเปลี่ยนแปลงอย่างไรเมื่อเพิ่มความดัน (อุณหภูมิคงที่)?,เพิ่มขึ้น,ลดลง,คงที่,เป็นศูนย์,1,เพิ่มความดันทำให้ปริมาตรลดลง มวลเท่าเดิม ความหนาแน่น (มวล/ปริมาตร) จึงเพิ่มขึ้น (d = PM/RT)
c3b8,กราฟความเข้มข้นของสารตั้งต้นเทียบกับเวลาในปฏิกิริยาจะเป็นอย่างไร?,เพิ่มขึ้นตามเวลา,ลดลงตามเวลา,คงที่,เพิ่มแล้วลด,2,สารตั้งต้นถูกใช้ไป ความเข้มข้นจึงลดลงตามเวลา (ผลิตภัณฑ์เพิ่มขึ้น)
c3b8,ตามทฤษฎีการชน ปฏิกิริยาจะเกิดเมื่อโมเลกุลชนกันอย่างไร?,ชนกันแบบใดก็ได้,มีพลังงานเพียงพอและทิศทางเหมาะสม,ชนเบา ๆ,ไม่ต้องชนกัน,2,การชนที่ได้ผลต้องมีพลังงานมากกว่าพลังงานก่อกัมมันต์และมีทิศทางการชนที่เหมาะสม
c3b8,ตัวเร่งปฏิกิริยาทางชีวภาพในสิ่งมีชีวิตคือสารใด?,ฮอร์โมน,เอนไซม์,วิตามิน,น้ำตาล,2,เอนไซม์เป็นตัวเร่งปฏิกิริยาชีวภาพ (โปรตีน) ช่วยเร่งปฏิกิริยาในเซลล์
c3b8,ครึ่งชีวิต (half-life) ของปฏิกิริยาหมายถึงอะไร?,เวลาที่ปฏิกิริยาสิ้นสุด,เวลาที่สารตั้งต้นลดลงเหลือครึ่งหนึ่ง,เวลาที่ได้ผลิตภัณฑ์ทั้งหมด,ครึ่งหนึ่งของอุณหภูมิ,2,ครึ่งชีวิตคือเวลาที่ความเข้มข้นของสารตั้งต้นลดลงเหลือครึ่งหนึ่งของค่าเริ่มต้น
c3b8,ปัจจัยใดไม่มีผลต่ออัตราการเกิดปฏิกิริยา?,อุณหภูมิ,ความเข้มข้น,พื้นที่ผิว,สีของภาชนะ,4,สีของภาชนะไม่เกี่ยวกับอัตราการเกิดปฏิกิริยา ส่วนอุณหภูมิ ความเข้มข้น พื้นที่ผิว มีผลทั้งหมด
c3b8,ปัจจัยใดทำให้อัตราการเกิดปฏิกิริยาเพิ่มขึ้น?,ลดอุณหภูมิ,เพิ่มอุณหภูมิ,ลดความเข้มข้น,ใช้ก้อนใหญ่ขึ้น,2,อุณหภูมิสูงขึ้น โมเลกุลมีพลังงานจลน์มากขึ้น ชนกันบ่อยและรุนแรงขึ้น อัตราจึงเพิ่ม
c3b8,ตัวเร่งปฏิกิริยา (catalyst) ทำหน้าที่อย่างไร?,เพิ่มพลังงานก่อกัมมันต์,ลดพลังงานก่อกัมมันต์ (Ea),เปลี่ยนผลิตภัณฑ์,ถูกใช้หมดไป,2,ตัวเร่งปฏิกิริยาเปิดเส้นทางที่มี Ea ต่ำลง ทำให้ปฏิกิริยาเร็วขึ้น โดยตัวเองไม่ถูกใช้หมด
c3b8,การบดของแข็งให้ละเอียดมีผลต่ออัตราการเกิดปฏิกิริยาอย่างไร?,เพิ่มขึ้น,ลดลง,คงที่,หยุดปฏิกิริยา,1,บดละเอียดเพิ่มพื้นที่ผิวสัมผัส โอกาสชนกันมากขึ้น อัตราจึงเพิ่มขึ้น
c3b8,หน่วยของอัตราการเกิดปฏิกิริยาคือข้อใด?,mol/L,mol/(L·s),L/mol,J/s,2,อัตรา = การเปลี่ยนความเข้มข้นต่อเวลา มีหน่วย mol/(L·s) หรือ M/s
c3b8,การเพิ่มความเข้มข้นของสารตั้งต้นมักทำให้อัตราการเกิดปฏิกิริยาเป็นอย่างไร?,เพิ่มขึ้น,ลดลง,คงที่เสมอ,กลายเป็นศูนย์,1,ความเข้มข้นมากขึ้น อนุภาคหนาแน่นขึ้น ชนกันบ่อยขึ้น อัตราจึงเพิ่ม
